0.0,-7.936149050155461,0.0,0.0
0.1,45.799813271369146,53.198602698309365,35.940029992858136
0.2,66.46141115869278,73.12159857977667,71.52095908622204
0.3,105.00947229502535,110.55296311894814,106.38727439808224
0.4,134.85832190510249,138.99779460173502,140.19060323111418
0.5,165.54182962583764,167.98448929924547,172.5931938975131
0.6,202.14416951856907,202.54096090005714,203.27129042221273
0.7,227.99521839274485,226.10808967649058,231.91836740556877
0.8,267.76346405888137,263.21757198920085,258.2481927238282
0.9,289.19679049502173,281.8043894410878,281.99768746589405
1.0,312.05393400929734,302.9295545308427,302.9295545308427
1.1,314.7752621274591,305.6236693678228,320.83464962211673
1.2,340.49524609006085,331.0595123424287,335.5340709482015
1.3,346.55164210322806,336.7740448173484,346.8809467501895
1.4,356.6130429448914,346.39638674773,354.76190279584563
1.5,352.9252369271166,342.31079046796407,359.0981951774596
1.6,360.269309719333,349.1876101728871,359.84649709494187
1.7,360.0117125078495,348.47000837709794,356.9993317628887
1.8,354.15273938960735,342.2142204515756,350.58514711615027
1.9,346.2911033711758,334.038354134121,340.6680315674692
2.0,320.51306339808184,327.3470736572454,327.3470736572454
2.1,319.8431724556327,326.68388162422076,310.7553719935945
2.2,283.94489036169307,291.1512142715507,291.05870537505245
2.3,274.89821826558295,282.5569674902586,268.4538763836193
2.4,250.54193669562136,258.8921497976665,243.16674499841434
2.5,212.5084433786749,221.9235406524853,215.44997187742433
2.6,186.61810595307287,197.34634193118686,185.5804938557271
2.7,163.09351712170613,175.35700630539435,153.8567568841787
2.8,123.54096362193606,137.7198790141405,120.59573405612583
2.9,89.64720204890516,106.06132700327096,86.12975851703368
3.0,50.14093617229934,50.8032029015522,50.8032029015522
3.1,13.222489876985176,14.25394106919117,14.969038475984577
3.2,-22.53809439901297,-20.78354474572338,-21.01469163392883
3.3,-62.79526478347323,-59.92227594986628,-56.78844989156936
3.4,-89.89152157364182,-85.64031538361901,-91.99479672965924
3.5,-118.67075001842619,-112.76731636110382,-126.28196196826315
3.6,-154.04333753133685,-146.15047280625882,-159.30735958614687
3.7,-198.52420366778304,-188.21699352426245,-190.7410107270576
3.8,-225.02141922838743,-212.05903496500267,-220.26884073937882
3.9,-245.08745625280088,-229.29578924050645,-247.59581730623054
4.0,-272.47828524564784,-272.44889831085413,-272.44889831085413
4.1,-287.64645608149334,-287.46538743834117,-294.57975998318767
4.2,-310.76133353471937,-310.19895122576,-313.76727806889176
4.3,-328.27965259748703,-327.16458656875096,-329.81973722980376
4.4,-338.5753103843482,-336.81013089516455,-342.5767466002258
4.5,-353.297256679095,-350.7412454011208,-351.9108423594349
4.6,-355.04865057084936,-351.6922018830549,-357.7287613080472
4.7,-360.5333430193868,-356.32961437138493,-359.9723727230763
4.8,-351.96263398973895,-347.00580527142824,-358.61925918090265
4.9,-356.4524803886915,-350.70518413678553,-353.6829405447597
